3
159 
   5.754400e-03    1.171000e+04    1.701210e+04 
   7.413100e-03    1.527000e+04    1.819483e+04 
   1.047130e-02    2.017000e+04    1.885109e+04 
   1.778280e-02    2.669000e+04    1.946252e+04 
   2.691530e-02    3.477000e+04    2.010689e+04 
   4.073800e-02    4.583000e+04    2.265476e+04 
   4.881000e-02    5.964000e+04    2.450221e+04 
   5.754400e-02    7.791000e+04    2.642909e+04 
   6.309570e-02    1.131000e+05    2.880715e+04 
   7.413100e-02    1.504000e+05    3.234605e+04 
   8.128310e-02    1.151000e+05    3.163636e+04 
   9.549930e-02    8.793000e+04    3.121634e+04 
   1.122020e-01    6.659000e+04    2.908529e+04 
   1.318260e-01    5.046000e+04    2.708726e+04 
   1.621810e-01    3.855000e+04    2.665636e+04 
   2.344230e-01    3.800000e+04    3.475512e+04 
   2.511890e-01    2.902000e+04    3.305487e+04 
   2.884030e-01    2.198000e+04    2.992083e+04 
   3.550000e-01    1.652000e+04    2.645607e+04 
   4.265800e-01    1.251000e+04    2.304998e+04 
   5.128610e-01    9.414000e+03    1.908736e+04 
   6.165950e-01    7.207000e+03    1.500940e+04 
   7.413100e-01    5.678000e+03    1.132200e+04 
   8.655000e-01    4.732000e+03    8.692113e+03 
   1.000000e+00    4.021000e+03    6.653277e+03 
   1.166000e+00    3.816412e+03    5.576195e+03 
   1.359000e+00    3.712279e+03    4.760369e+03 
   1.585000e+00    3.475315e+03    3.864934e+03 
   1.848000e+00    3.149593e+03    2.992920e+03 
   2.154000e+00    2.763421e+03    2.203823e+03 
   2.512000e+00    2.334521e+03    1.526647e+03 
   2.712000e+00    2.128797e+03    1.245154e+03 
   2.818000e+00    2.310573e+03    1.278082e+03 
   2.929000e+00    4.293021e+03    2.231213e+03 
   3.043000e+00    4.172869e+03    2.039196e+03 
   3.162000e+00    2.967119e+03    1.358165e+03 
   3.286000e+00    2.056453e+03    8.794706e+02 
   3.414000e+00    1.811607e+03    7.234344e+02 
   3.548000e+00    1.692848e+03    6.282407e+02 
   3.687000e+00    1.585780e+03    5.469935e+02 
   3.831000e+00    1.540708e+03    4.914534e+02 
   3.981000e+00    1.492004e+03    4.394344e+02 
   4.299000e+00    1.410691e+03    3.510650e+02 
   4.642000e+00    1.345327e+03    2.795728e+02 
   5.012000e+00    1.213517e+03    2.074482e+02 
   5.412000e+00    1.132746e+03    1.562425e+02 
   5.843000e+00    1.236438e+03    1.305576e+02 
   6.310000e+00    1.210106e+03    9.389248e+01 
   6.813000e+00    1.170998e+03    7.500128e+01 
   7.356000e+00    1.078368e+03    4.363157e+01 
   7.943000e+00    1.037438e+03    1.956216e+01 
   8.577000e+00    1.094893e+03    8.107075e+00 
   8.912000e+00    1.424191e+03    7.809492e+00 
   9.261000e+00    1.715620e+03    7.380060e+00 
   9.623000e+00    2.194591e+03    7.409121e+00 
   9.810000e+00    2.669554e+03    8.446185e+00 
   1.000000e+01    2.571064e+03    7.935668e+00 
   1.039000e+01    2.514612e+03    7.387524e+00 
   1.080000e+01    2.470814e+03    7.186201e+00 
   1.122000e+01    2.547590e+03    7.409501e+00 
   1.166000e+01    2.498607e+03    7.393132e+00 
   1.259000e+01    1.958108e+03    5.892001e+00 
   1.359000e+01    1.597318e+03    4.681530e+00 
   1.468000e+01    1.344070e+03    2.930159e+00 
   1.585000e+01    1.325276e+03    1.724469e+00 
   1.711000e+01    1.511686e+03    1.313759e+00 
   1.848000e+01    1.582954e+03    1.045790e+00 
   1.995000e+01    1.342264e+03    7.357856e-01 
   2.155000e+01    1.097483e+03    5.170244e-01 
   2.512000e+01    7.676285e+02    2.715104e-01 
   2.929000e+01    5.451634e+02    1.365659e-01 
   3.415000e+01    4.512097e+02    9.026000e-02 
   3.687000e+01    4.338132e+02    8.678000e-02 
   3.981000e+01    4.268573e+02    4.269753e-02 
   4.299000e+01    4.214579e+02    4.215000e-02 
   4.642000e+01    3.868613e+02    3.869000e-02 
   5.412000e+01    2.795720e+02    2.795999e-02 
   6.310000e+01    2.111789e+02    2.112000e-02 
   7.357000e+01    1.579846e+02    1.535082e-02 
   8.577000e+01    1.181900e+02    9.983483e-03 
   1.000000e+02    8.646374e+01    6.264199e-03 
   1.166000e+02    6.752580e+01    4.195641e-03 
   1.359000e+02    5.250720e+01    2.799127e-03 
   1.585000e+02    4.085813e+01    1.867537e-03 
   1.848000e+02    3.065880e+01    1.201905e-03 
   2.260000e+02    2.168930e+01    6.952662e-04 
   3.500000e+02    1.007979e+01    2.086376e-04 
   5.000000e+02    5.042927e+00    7.306661e-05 
   7.000000e+02    2.572973e+00    2.662820e-05 
   1.000000e+03    1.366990e+00    9.903042e-06 
   1.300000e+03    8.991950e-01    5.010867e-06 
   1.000000e+04    2.219998e-02    1.608248e-08 
   1.778000e+04    7.844997e-03    3.196401e-09 
   3.162000e+04    2.772999e-03    6.353133e-10 
   5.623000e+04    9.799999e-04    1.262577e-10 
   1.000000e+05    3.464000e-04    2.509446e-11 
   1.778000e+05    1.224000e-04    4.987118e-12 
   3.162000e+05    4.327000e-05    9.913455e-13 
   5.623000e+05    1.529000e-05    1.969878e-13 
   1.000000e+06    5.405000e-06    3.915576e-14 
